,x,y
3472769249,13.899588004278396,614.0815357396589
3472769274,1.6719363801855074,637.5129400129834
3472769719,0.010539427093506262,655.3803138101874
3241470367,122.32825524576943,0.015408946465068987
3241470368,124.43901504259965,0.4930862858868698
3241470369,119.17888282077014,0.9273384127199225
3241470384,125.30995496789959,2.578897307805081
3241470395,113.28159432795633,4.360731840905318
3241470417,124.80789498896615,6.185991586743604
3241470430,108.58963303637063,9.944373703377059
3241470432,121.95937529940292,10.748440544575496
3241470436,101.1784995688208,12.275327054910125
3241470438,106.07741688221951,12.70397592842886
3241470441,104.11708345317538,13.421192344300502
3241470442,119.07827919902145,13.660731420650809
3241470446,117.838459327355,16.267644994679102
3241470447,102.33783654311551,17.54518673541314
3241470450,116.56510491519643,21.00379480326412
3241470451,136.4347992718608,21.265746892672627
3241470452,133.01715052224375,21.309172105360908
3241470455,115.9614831848404,23.089605825132566
3241470456,138.37788636582195,23.52525876524443
3241470457,102.84085465172284,23.71576937569167
3241470458,126.41563667718906,23.829235254012637
3241470459,116.19622496882992,25.56764457447436
3241470460,138.88090447442926,25.958471488569362
3241470561,120.35163361118002,27.306053894886315
3241470562,117.9390629491037,27.653455596342805
3241470563,137.506946440522,30.60777087177782
3241470564,102.74025102997415,32.36298995198342
3241470565,135.39618664369178,33.9977390873247
3241470566,101.77445626137728,36.28526722616949
3241470568,100.86998179558522,37.32887314376799
3241470572,134.25697039377403,38.25621155643815
3241470576,99.56309284279835,38.8067311881498
3241470579,99.42895468055754,40.370038844579575
3241470582,99.86490370804445,42.717801955806756
3241470586,134.0557631504128,44.55706983478153
3241470673,75.90686979015038,80.17554992431101
3241470676,73.29309188471282,81.82710881939617
3241470680,72.08680655367466,84.21689633003282
3241470700,70.47810673564172,87.04093596745277
3241470709,70.44457219514959,89.1267469893212
3241470716,71.58378844493119,90.43090418299964
3241470727,74.23110089113318,92.12588829077309
3241470748,76.57660247195292,96.38436075988653
3241470756,58.31273354416367,98.21662457221842
3241470762,54.630640988760476,98.69430191168999
3241470765,64.58081824282792,99.33867603532155
3241470774,52.61952668400506,100.95381378431156
3241470777,75.87333524965825,101.64161312058164
3241470778,67.93139791132458,101.85873918397328
3241470782,51.715052218076835,102.82249874278835
3241470785,71.01465938487733,104.16167626923337
3241470786,73.12541918184372,104.46705357133015
3241470790,50.87764683340517,106.0821913202704
3241470798,51.91625946157423,111.33944368101527
3241470812,53.25668295485321,116.24929434030365
3241470818,53.72520839329452,120.07351468263381
3241470830,56.20484813649125,123.42005768549241
3241470832,65.35307080586308,124.63596364051547
3241470834,69.2057104532932,124.89651491654563
3241470835,60.96292037938732,125.33216785665749
3241470836,58.014755197885435,125.37559306934577
3241470837,72.18836830509724,125.89669562150563
3241470850,75.12599405964178,128.6310832069416
3241470857,76.45012934751165,132.41467996319088
3241470867,76.43671553126033,135.3633919854111
3495906250,76.14161157427606,130.21400224972265
3241470587,100.23282552460091,45.54184159322669
3241470591,100.40241448695394,49.23858792414917
3241470592,136.03238478486603,48.468140602438496
3241470594,91.8137395803525,50.45029143923626
3241470596,90.95142282266214,50.01744012573179
3241470597,98.55226597680581,50.122501124180815
3241470600,92.63102424064718,51.81468360529709
3241470603,96.74810769386342,52.320377211041645
3241470605,139.5841716968601,52.94373913494359
3241470606,93.89767174481625,53.73379784305531
3241470607,89.37625754525747,53.146857065198745
3241470608,96.21538756345949,54.01255969215792
3241470620,88.90773210695232,57.62245559775361
3241470631,88.3041103765963,60.665022111843996
3241470636,88.70652486345493,62.967959197104086
3241470643,90.71668103867262,67.53040815498575
3241470646,86.46162690424772,68.70288889732052
3241470647,88.97480118807273,68.87799056135246
3241470648,90.04694835687006,68.87799056135246
