,familyId,homeId,schoolId,workplaceId,age,sex,infected,infectionTime,type,education,homeX,homeY,susceptibility
1,1,342242189,0,0,17,Male,False,0,none,9,472.50340136055087,398.74851338687887,0.00010926132342473819
2,1,342242189,0,0,23,Male,False,0,none,10,472.50340136055087,398.74851338687887,0.00014944480451700002
3,1,342242189,0,0,34,Female,False,0,none,7,472.50340136055087,398.74851338687887,0.00021872035307519998
4,1,342242189,0,341978298,27,Male,False,0,working,12,472.50340136055087,398.74851338687887,0.00012590092617353334
5,2,341944555,0,342481348,44,Male,False,0,working,6,42.53866053465895,592.1708543980432,0.0007923506034527998
6,2,341944555,0,0,29,Female,False,0,none,7,42.53866053465895,592.1708543980432,0.0005204459228544
7,2,341944555,0,342152887,36,Male,False,0,working,2,42.53866053465895,592.1708543980432,0.00033371058414459996
8,2,341944555,0,0,73,Female,False,0,none,10,42.53866053465895,592.1708543980432,0.0006067322204889999
9,3,341660471,0,340979842,41,Male,False,0,working,15,749.7468621251758,631.0638756862281,0.000293463186464
10,3,341660471,226058160,0,9,Male,False,0,student,4,749.7468621251758,631.0638756862281,4.18220521301247e-05
11,3,341660471,0,0,57,Female,False,0,none,7,749.7468621251758,631.0638756862281,0.0007827765865584
12,3,341660471,226058972,0,6,Female,False,0,student,12,749.7468621251758,631.0638756862281,5.491718408656566e-05
13,3,341660471,0,705913272,38,Female,False,0,working,13,749.7468621251758,631.0638756862281,0.00032050155913760004
14,3,341660471,0,0,43,Male,False,0,none,6,749.7468621251758,631.0638756862281,0.00022136802572160003
15,4,341981026,0,0,17,Female,False,0,none,9,739.6305451758266,818.1719106112938,0.00010926132342473819
16,4,341981026,0,340979842,35,Female,False,0,working,10,739.6305451758266,818.1719106112938,0.000400626948922
17,4,341981026,0,0,16,Female,False,0,none,0,739.6305451758266,818.1719106112938,0.00038247444212699994
18,4,341981026,0,0,2,Female,False,0,none,0,739.6305451758266,818.1719106112938,7.15729052131657e-05
19,4,341981026,0,0,38,Female,False,0,none,11,739.6305451758266,818.1719106112938,0.00011979354302626666
20,5,341733745,0,0,21,Female,False,0,none,9,719.4741784037436,681.155278754833,0.00017933376542040002
21,5,341733745,226058972,0,9,Male,False,0,student,4,719.4741784037436,681.155278754833,4.18220521301247e-05
22,5,341733745,0,0,32,Male,False,0,none,10,719.4741784037436,681.155278754833,0.000136700220672
23,5,341733745,226058969,0,9,Female,False,0,student,4,719.4741784037436,681.155278754833,4.18220521301247e-05
24,6,342070572,0,0,0,Female,False,0,none,0,444.05710453199305,850.9643899247632,0.000121585360371
25,6,342070572,0,0,22,Female,False,0,none,11,444.05710453199305,850.9643899247632,0.00013948181754920003
26,6,342070572,343485591,0,9,Female,False,0,student,4,444.05710453199305,850.9643899247632,6.336598163834499e-05
27,6,342070572,0,342138896,38,Male,False,0,working,11,444.05710453199305,850.9643899247632,0.00011979354302626666
28,7,341513410,0,0,37,Male,False,0,none,12,188.81096100413063,556.6899341757677,0.0003472100223990667
29,7,341513410,0,342070582,47,Female,False,0,working,11,188.81096100413063,556.6899341757677,0.0003492894357064
30,7,341513410,0,0,34,Female,False,0,none,9,188.81096100413063,556.6899341757677,0.0001640402648064
31,7,341513410,0,0,47,Female,False,0,none,11,188.81096100413063,556.6899341757677,0.0003492894357064
32,7,341513410,0,0,28,Female,False,0,none,10,188.81096100413063,556.6899341757677,0.000145270299431
33,7,341513410,0,342070512,37,Female,False,0,working,5,188.81096100413063,556.6899341757677,0.000256700449342
34,8,343494332,0,0,20,Male,False,0,none,11,626.0749257449639,379.4088847985079,0.00020394157468626666
35,8,343494332,0,0,36,Male,False,0,none,4,626.0749257449639,379.4088847985079,0.0008813792876284001
36,8,343494332,0,0,21,Female,False,0,none,10,626.0749257449639,379.4088847985079,0.00014944480451700002
37,9,341661836,0,341532029,27,Male,False,0,working,7,790.5179649324771,620.9651323558234,0.0005204459228544
38,9,341661836,0,342085161,36,Female,False,0,working,2,790.5179649324771,620.9651323558234,0.0010416300671972
39,10,341942377,0,343069165,35,Male,False,0,working,10,334.565104915249,385.7769821158169,0.000400626948922
40,10,341942377,0,342247002,30,Female,False,0,working,11,334.565104915249,385.7769821158169,0.0001275868726272
