,familyId,homeId,schoolId,workplaceId,age,sex,infected,infectionTime,type,education,homeX,homeY,susceptibility
1,1,341979946,0,0,48,Female,False,0,none,7,822.778576219195,811.396456782792,0.000259199941091
2,1,341979946,0,0,25,Female,False,0,none,7,822.778576219195,811.396456782792,0.00023243247909
3,1,341979946,226058977,0,7,Male,False,0,student,2,822.778576219195,811.396456782792,6.3365981638345E-05
4,1,341979946,342542001,0,15,Female,False,0,student,10,822.778576219195,811.396456782792,9.10511028539485E-05
5,1,341979946,0,0,39,Male,False,0,none,4,822.778576219195,811.396456782792,0.000282370494276
6,2,342431859,0,0,2,Female,False,0,none,0,395.057008719016,576.538618321792,7.15729052131657E-05
7,2,342431859,0,0,32,Male,False,0,working,11,395.057008719016,576.538618321792,0.000127586872627
8,2,342431859,0,0,21,Male,False,0,working,12,395.057008719016,576.538618321792,0.000189374319352
9,2,342431859,226058975,0,13,Male,False,0,student,8,395.057008719016,576.538618321792,4.80730618754231E-05
10,2,342431859,0,343942506,25,Female,False,0,working,10,395.057008719016,576.538618321792,0.000145270299431
11,3,341985004,0,0,78,Female,False,0,none,7,794.417552936678,857.665040322395,0.000356408259008
12,3,341985004,0,205604983,33,Female,False,0,working,11,794.417552936678,857.665040322395,0.000377314330941
13,3,341985004,0,0,48,Male,False,0,none,11,794.417552936678,857.665040322395,0.000151199965637
14,3,341985004,0,0,29,Male,False,0,none,6,794.417552936678,857.665040322395,0.000585501663211
15,4,342632864,0,0,37,Female,False,0,none,2,336.270192584057,224.109117753778,0.000333710584145
16,4,342632864,0,0,17,Female,False,0,none,7,336.270192584057,224.109117753778,0.000145681764566
17,4,342632864,226058970,0,5,Female,False,0,student,0,336.270192584057,224.109117753778,4.18220521301247E-05
18,4,342632864,0,341985012,43,Male,False,0,working,8,336.270192584057,224.109117753778,0.000172175131117
19,4,342632864,226058975,0,7,Male,False,0,student,2,336.270192584057,224.109117753778,6.3365981638345E-05
20,5,342659001,343485591,0,10,Female,False,0,student,5,166.259269905191,219.773880715144,3.01451728058809E-05
21,5,342659001,0,0,38,Male,False,0,none,11,166.259269905191,219.773880715144,0.000119793543026
22,5,342659001,0,0,27,Male,False,0,working,3,166.259269905191,219.773880715144,0.000348648718634
23,5,342659001,0,0,20,Male,False,0,none,10,166.259269905191,219.773880715144,0.000218508830021
24,5,342659001,0,342936584,33,Female,False,0,working,10,166.259269905191,219.773880715144,0.00040426535458
25,6,341925762,0,0,49,Male,False,0,none,10,147.312446105255,362.999757659305,0.000161999963182
26,6,341925762,0,342936584,34,Male,False,0,working,10,147.312446105255,362.999757659305,0.00040426535458
27,6,341925762,0,341482467,21,Female,False,0,working,15,147.312446105255,362.999757659305,9.9629869678E-05
28,6,341925762,0,0,82,Male,False,0,none,10,147.312446105255,362.999757659305,0.000538479823006
29,6,341925762,0,342542033,40,Male,False,0,working,10,147.312446105255,362.999757659305,0.000440194779696
30,7,345380344,226058969,0,4,Male,False,0,student,0,483.158378844527,191.156105234705,0.000121585360371
31,7,345380344,0,342255313,35,Female,False,0,working,16,483.158378844527,191.156105234705,7.70101348026E-05
32,7,345380344,0,0,67,Male,False,0,none,13,483.158378844527,191.156105234705,0.000464678857761
33,8,342357163,0,0,61,Male,False,0,none,9,396.550732969293,352.149337905593,0.000275091117493
34,8,342357163,226058165,0,16,Male,False,0,student,16,396.550732969293,352.149337905593,5.46306617123691E-05
35,8,342357163,0,0,27,Female,False,0,none,17,396.550732969293,352.149337905593,0.000173481974285
36,8,342357163,0,0,34,Female,False,0,none,10,396.550732969293,352.149337905593,0.00040426535458
37,8,342357163,342542001,0,9,Male,False,0,student,4,396.550732969293,352.149337905593,4.18220521301247E-05
38,8,342357163,0,0,29,Male,False,0,working,12,396.550732969293,352.149337905593,0.000125900926174
39,9,343763907,0,0,56,Male,False,0,none,15,285.051259940663,827.67923056124,0.000149709957522
40,9,343763907,0,0,22,Male,False,0,none,10,285.051259940663,827.67923056124,0.000218508830021
41,9,343763907,0,0,73,Female,False,0,none,10,285.051259940663,827.67923056124,0.000292236040739
42,9,343763907,226058165,0,14,Female,False,0,student,9,285.051259940663,827.67923056124,3.01451728058809E-05
43,9,343763907,0,341419408,41,Female,False,0,working,11,285.051259940663,827.67923056124,0.000114783420745
44,9,343763907,0,0,33,Female,False,0,none,16,285.051259940663,827.67923056124,8.20201324032E-05
45,10,341703881,0,341532029,32,Female,False,0,working,5,751.352304302045,775.96652616507,0.00080853070916
46,10,341703881,0,340979842,33,Female,False,0,working,5,751.352304302045,775.96652616507,0.00080853070916
47,10,341703881,0,343745034,23,Male,False,0,working,12,751.352304302045,775.96652616507,0.000189374319352
48,10,341703881,342542001,0,15,Female,False,0,student,10,751.352304302045,775.96652616507,0.000127491480709
49,11,341478894,0,0,59,Male,False,0,none,10,508.425217974556,793.216981779603,0.000489235366599
50,11,341478894,226058162,0,12,Male,False,0,student,7,508.425217974556,793.216981779603,3.01451728058809E-05
51,11,341478894,0,0,56,Male,False,0,none,10,508.425217974556,793.216981779603,0.000489235366599
52,11,341478894,0,0,51,Male,False,0,working,4,508.425217974556,793.216981779603,0.00041059981937
53,12,342483270,0,0,45,Male,False,0,none,12,508.767845166248,505.866906325816,0.000140399968091
54,12,342483270,0,0,80,Female,False,0,none,8,508.767845166248,505.866906325816,0.000311857226632
