,x,y
1,610.2891904132038,273.0616502504476
2,940.0944286610245,979.8696404305263
3,64.38123864517317,688.0888537470545
4,680.6296998026372,105.57790111624999
5,182.09464716564656,360.4561077074843
6,670.4620232021882,977.1328488572434
7,808.2798105672674,494.4278208651508
8,252.0905988594855,430.8845005453408
9,430.71397008885725,185.16581840249125
10,249.53557760477344,787.0496684421173
11,307.27960828595866,106.00908405785147
12,101.75547280371877,25.011538985106956
13,418.29378670936165,983.8099840123571
14,177.97426769929612,261.67990358260033
15,17.079114320858146,823.946026555537
16,502.6305442493292,512.059050291589
17,956.2031429878048,671.7532280657415
18,274.608563879195,279.12747678256716
19,853.8097855844352,469.65674236016184
20,699.938058589569,771.5972659154895
21,642.878350120763,221.25028921792222
22,278.21131834845346,198.78844933880669
23,961.78109715153,164.77856758880486
24,489.90999895461385,478.3694952416793
25,902.8518590174807,823.231824530495
26,635.7939616061024,765.758224349947
27,62.64200940339498,147.66403393545443
28,689.1412039945266,900.4984892163751
29,941.2354098944328,707.4242933012965
30,257.07323017906674,696.8832433386204
31,617.7726240498507,735.3358928486774
32,511.228885789798,45.99403724533157
33,690.6859741305276,755.774052841849
34,451.4397463846224,817.0315808587567
35,969.6261982808473,287.1110995355202
36,566.6954969255647,756.7537915783765
37,263.68746166483476,104.49292008591071
38,825.6953710234358,914.5650915226373
39,444.66612300904166,157.7954305264532
40,523.5537002977103,260.12254165352323
41,570.149189989408,246.42586470360303
42,93.85377514906924,817.1274071682847
43,649.5668508671921,44.62774195784043
44,53.7400538626015,12.092076848384647
45,73.24118541845542,829.3496471146115
46,733.9147534660945,170.7080488108727
47,42.93129992031625,800.2760633587102
48,758.0904115770995,588.9171261508276
49,405.2204335673838,184.72210776850895
